circuit_id,sample_id,fault_type,faulted_components,component_values,node_voltages,branch_currents,success
current_source_voltage_divider,current_source_voltage_divider__normal_5,normal,,"{""R1"": 1006.578442, ""R2"": 1992.192095, ""I1"": 0.01}","{""out"": 6.687066}","{""R1"": 0.006643363, ""R2"": 0.003356637}",True
current_source_voltage_divider,current_source_voltage_divider__normal_6,normal,,"{""R1"": 991.140682, ""R2"": 1990.510503, ""I1"": 0.01}","{""out"": 6.616723}","{""R1"": 0.006675866, ""R2"": 0.003324134}",True
current_source_voltage_divider,current_source_voltage_divider__normal_7,normal,,"{""R1"": 1017.028595, ""R2"": 1975.33107, ""I1"": 0.01}","{""out"": 6.713659}","{""R1"": 0.006601249, ""R2"": 0.003398751}",True
current_source_voltage_divider,current_source_voltage_divider__normal_8,normal,,"{""R1"": 996.072586, ""R2"": 1995.29695, ""I1"": 0.01}","{""out"": 6.643982}","{""R1"": 0.006670179, ""R2"": 0.003329821}",True
current_source_voltage_divider,current_source_voltage_divider__normal_9,normal,,"{""R1"": 993.438947, ""R2"": 2017.711513, ""I1"": 0.01}","{""out"": 6.656835}","{""R1"": 0.006700799, ""R2"": 0.003299201}",True
current_source_voltage_divider,current_source_voltage_divider__normal_10,normal,,"{""R1"": 1010.199187, ""R2"": 2030.108488, ""I1"": 0.01}","{""out"": 6.745416}","{""R1"": 0.006677313, ""R2"": 0.003322687}",True
current_source_voltage_divider,current_source_voltage_divider__normal_11,normal,,"{""R1"": 1016.031884, ""R2"": 2025.484898, ""I1"": 0.01}","{""out"": 6.76622}","{""R1"": 0.006659457, ""R2"": 0.003340543}",True
current_source_voltage_divider,current_source_voltage_divider__normal_12,normal,,"{""R1"": 996.733774, ""R2"": 1977.647292, ""I1"": 0.01}","{""out"": 6.62722}","{""R1"": 0.006648937, ""R2"": 0.003351063}",True
current_source_voltage_divider,current_source_voltage_divider__normal_13,normal,,"{""R1"": 991.349399, ""R2"": 2013.112873, ""I1"": 0.01}","{""out"": 6.642447}","{""R1"": 0.00670041, ""R2"": 0.00329959}",True
current_source_voltage_divider,current_source_voltage_divider__normal_14,normal,,"{""R1"": 1000.623777, ""R2"": 1977.742805, ""I1"": 0.01}","{""out"": 6.644503}","{""R1"": 0.006640361, ""R2"": 0.003359639}",True
current_source_voltage_divider,current_source_voltage_divider__normal_15,normal,,"{""R1"": 1003.173679, ""R2"": 1994.474495, ""I1"": 0.01}","{""out"": 6.67458}","{""R1"": 0.006653464, ""R2"": 0.003346536}",True
current_source_voltage_divider,current_source_voltage_divider__normal_16,normal,,"{""R1"": 981.701819, ""R2"": 2010.867824, ""I1"": 0.01}","{""out"": 6.59658}","{""R1"": 0.006719536, ""R2"": 0.003280464}",True
current_source_voltage_divider,current_source_voltage_divider__normal_17,normal,,"{""R1"": 1002.453301, ""R2"": 2027.933686, ""I1"": 0.01}","{""out"": 6.708413}","{""R1"": 0.006691996, ""R2"": 0.003308004}",True
current_source_voltage_divider,current_source_voltage_divider__normal_18,normal,,"{""R1"": 1017.712758, ""R2"": 1991.804642, ""I1"": 0.01}","{""out"": 6.735582}","{""R1"": 0.006618352, ""R2"": 0.003381648}",True
current_source_voltage_divider,current_source_voltage_divider__normal_19,normal,,"{""R1"": 985.868022, ""R2"": 2006.632479, ""I1"": 0.01}","{""out"": 6.610775}","{""R1"": 0.006705538, ""R2"": 0.003294462}",True
current_source_voltage_divider,current_source_voltage_divider__normal_20,normal,,"{""R1"": 987.484517, ""R2"": 2005.632191, ""I1"": 0.01}","{""out"": 6.616951}","{""R1"": 0.006700815, ""R2"": 0.003299185}",True
current_source_voltage_divider,current_source_voltage_divider__drift_1,drift,R2,"{""R1"": 982.908767, ""R2"": 1336.265074, ""I1"": 0.01}","{""out"": 5.663339}","{""R1"": 0.005761815, ""R2"": 0.004238185}",True
current_source_voltage_divider,current_source_voltage_divider__drift_2,drift,R2,"{""R1"": 1015.820472, ""R2"": 985.844631, ""I1"": 0.01}","{""out"": 5.003041}","{""R1"": 0.004925123, ""R2"": 0.005074877}",True
current_source_voltage_divider,current_source_voltage_divider__drift_3,drift,R1,"{""R1"": 424.908751, ""R2"": 2037.956272, ""I1"": 0.01}","{""out"": 3.516009}","{""R1"": 0.008274738, ""R2"": 0.001725262}",True
current_source_voltage_divider,current_source_voltage_divider__drift_4,drift,R1,"{""R1"": 452.707924, ""R2"": 1977.769552, ""I1"": 0.01}","{""out"": 3.683852}","{""R1"": 0.00813737, ""R2"": 0.00186263}",True
current_source_voltage_divider,current_source_voltage_divider__drift_5,drift,R2,"{""R1"": 988.391322, ""R2"": 3208.06421, ""I1"": 0.01}","{""out"": 7.555955}","{""R1"": 0.0076447, ""R2"": 0.0023553}",True
current_source_voltage_divider,current_source_voltage_divider__drift_6,drift,R1,"{""R1"": 1549.950307, ""R2"": 2006.059717, ""I1"": 0.01}","{""out"": 8.743769}","{""R1"": 0.005641322, ""R2"": 0.004358678}",True
current_source_voltage_divider,current_source_voltage_divider__drift_7,drift,R2,"{""R1"": 998.115594, ""R2"": 1216.422285, ""I1"": 0.01}","{""out"": 5.482544}","{""R1"": 0.005492894, ""R2"": 0.004507106}",True
current_source_voltage_divider,current_source_voltage_divider__drift_8,drift,R1,"{""R1"": 1381.374718, ""R2"": 1982.305846, ""I1"": 0.01}","{""out"": 8.140806}","{""R1"": 0.005893264, ""R2"": 0.004106736}",True
current_source_voltage_divider,current_source_voltage_divider__drift_9,drift,R1,"{""R1"": 1347.829033, ""R2"": 2004.20097, ""I1"": 0.01}","{""out"": 8.058759}","{""R1"": 0.005979066, ""R2"": 0.004020934}",True
current_source_voltage_divider,current_source_voltage_divider__drift_10,drift,R2,"{""R1"": 1001.208021, ""R2"": 3390.700936, ""I1"": 0.01}","{""out"": 7.729662}","{""R1"": 0.007720335, ""R2"": 0.002279665}",True
current_source_voltage_divider,current_source_voltage_divider__drift_11,drift,R1,"{""R1"": 634.749921, ""R2"": 1991.595039, ""I1"": 0.01}","{""out"": 4.8134}","{""R1"": 0.007583143, ""R2"": 0.002416857}",True
current_source_voltage_divider,current_source_voltage_divider__drift_12,drift,R2,"{""R1"": 1007.212488, ""R2"": 3209.996601, ""I1"": 0.01}","{""out"": 7.66656}","{""R1"": 0.007611661, ""R2"": 0.002388339}",True
current_source_voltage_divider,current_source_voltage_divider__drift_13,drift,R2,"{""R1"": 984.320658, ""R2"": 1224.107388, ""I1"": 0.01}","{""out"": 5.455981}","{""R1"": 0.00554289, ""R2"": 0.00445711}",True
current_source_voltage_divider,current_source_voltage_divider__drift_14,drift,R2,"{""R1"": 994.209323, ""R2"": 3379.395432, ""I1"": 0.01}","{""out"": 7.682053}","{""R1"": 0.007726797, ""R2"": 0.002273203}",True
current_source_voltage_divider,current_source_voltage_divider__drift_15,drift,R2,"{""R1"": 997.169975, ""R2"": 3370.277538, ""I1"": 0.01}","{""out"": 7.694974}","{""R1"": 0.007716813, ""R2"": 0.002283187}",True
current_source_voltage_divider,current_source_voltage_divider__drift_16,drift,R2,"{""R1"": 1015.325148, ""R2"": 3018.717697, ""I1"": 0.01}","{""out"": 7.597787}","{""R1"": 0.007483108, ""R2"": 0.002516892}",True
current_source_voltage_divider,current_source_voltage_divider__drift_17,drift,R2,"{""R1"": 1016.434863, ""R2"": 1373.122982, ""I1"": 0.01}","{""out"": 5.840788}","{""R1"": 0.005746348, ""R2"": 0.004253652}",True
current_source_voltage_divider,current_source_voltage_divider__drift_18,drift,R2,"{""R1"": 990.790798, ""R2"": 3236.506249, ""I1"": 0.01}","{""out"": 7.5857}","{""R1"": 0.007656207, ""R2"": 0.002343793}",True
current_source_voltage_divider,current_source_voltage_divider__drift_19,drift,R1,"{""R1"": 1558.263993, ""R2"": 1989.479406, ""I1"": 0.01}","{""out"": 8.738327}","{""R1"": 0.005607732, ""R2"": 0.004392268}",True
current_source_voltage_divider,current_source_voltage_divider__drift_20,drift,R2,"{""R1"": 1009.596481, ""R2"": 3343.547504, ""I1"": 0.01}","{""out"": 7.754473}","{""R1"": 0.007680765, ""R2"": 0.002319235}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_1,partial_short,R2,"{""R1"": 989.357834, ""R2"": 269.435427, ""I1"": 0.01}","{""out"": 2.117648}","{""R1"": 0.002140426, ""R2"": 0.007859574}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_2,partial_short,R1,"{""R1"": 71.350299, ""R2"": 2018.765075, ""I1"": 0.01}","{""out"": 0.6891461}","{""R1"": 0.00965863, ""R2"": 0.0003413701}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_3,partial_short,R1,"{""R1"": 27.369402, ""R2"": 1990.776927, ""I1"": 0.01}","{""out"": 0.2699823}","{""R1"": 0.009864383, ""R2"": 0.0001356165}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_4,partial_short,R2,"{""R1"": 1019.776125, ""R2"": 259.545054, ""I1"": 0.01}","{""out"": 2.068893}","{""R1"": 0.002028772, ""R2"": 0.007971228}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_5,partial_short,R2,"{""R1"": 1019.010275, ""R2"": 122.965543, ""I1"": 0.01}","{""out"": 1.097249}","{""R1"": 0.001076779, ""R2"": 0.008923221}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_6,partial_short,R1,"{""R1"": 59.697328, ""R2"": 1981.972553, ""I1"": 0.01}","{""out"": 0.5795181}","{""R1"": 0.009707605, ""R2"": 0.0002923946}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_7,partial_short,R1,"{""R1"": 118.322875, ""R2"": 1973.960874, ""I1"": 0.01}","{""out"": 1.116315}","{""R1"": 0.00943448, ""R2"": 0.0005655202}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_8,partial_short,R1,"{""R1"": 16.119591, ""R2"": 2000.124597, ""I1"": 0.01}","{""out"": 0.1599072}","{""R1"": 0.009920051, ""R2"": 7.99486e-05}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_9,partial_short,R1,"{""R1"": 30.982635, ""R2"": 2021.020214, ""I1"": 0.01}","{""out"": 0.3051484}","{""R1"": 0.009849013, ""R2"": 0.0001509873}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_10,partial_short,R2,"{""R1"": 1008.020006, ""R2"": 298.869601, ""I1"": 0.01}","{""out"": 2.305218}","{""R1"": 0.002286877, ""R2"": 0.007713123}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_11,partial_short,R2,"{""R1"": 980.30409, ""R2"": 52.500502, ""I1"": 0.01}","{""out"": 0.4983175}","{""R1"": 0.0005083295, ""R2"": 0.009491671}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_12,partial_short,R1,"{""R1"": 83.385106, ""R2"": 2019.49836, ""I1"": 0.01}","{""out"": 0.8007866}","{""R1"": 0.009603473, ""R2"": 0.0003965275}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_13,partial_short,R1,"{""R1"": 28.385074, ""R2"": 1964.621344, ""I1"": 0.01}","{""out"": 0.279808}","{""R1"": 0.009857577, ""R2"": 0.0001424234}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_14,partial_short,R2,"{""R1"": 985.607583, ""R2"": 229.524429, ""I1"": 0.01}","{""out"": 1.861699}","{""R1"": 0.001888885, ""R2"": 0.008111115}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_15,partial_short,R1,"{""R1"": 113.189539, ""R2"": 1976.493756, ""I1"": 0.01}","{""out"": 1.070585}","{""R1"": 0.009458341, ""R2"": 0.0005416588}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_16,partial_short,R2,"{""R1"": 991.412201, ""R2"": 172.235451, ""I1"": 0.01}","{""out"": 1.467423}","{""R1"": 0.001480134, ""R2"": 0.008519866}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_17,partial_short,R2,"{""R1"": 981.806514, ""R2"": 254.714739, ""I1"": 0.01}","{""out"": 2.022453}","{""R1"": 0.00205993, ""R2"": 0.00794007}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_18,partial_short,R1,"{""R1"": 46.59322, ""R2"": 2028.635824, ""I1"": 0.01}","{""out"": 0.4554711}","{""R1"": 0.009775479, ""R2"": 0.0002245209}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_19,partial_short,R1,"{""R1"": 29.222944, ""R2"": 1968.040621, ""I1"": 0.01}","{""out"": 0.2879537}","{""R1"": 0.009853685, ""R2"": 0.0001463149}",True
current_source_voltage_divider,current_source_voltage_divider__partial_short_20,partial_short,R1,"{""R1"": 87.159857, ""R2"": 2022.57837, ""I1"": 0.01}","{""out"": 0.8355901}","{""R1"": 0.009586869, ""R2"": 0.0004131311}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_1,partial_open,R2,"{""R1"": 1015.815846, ""R2"": 76946.620989, ""I1"": 0.01}","{""out"": 10.0258}","{""R1"": 0.009869704, ""R2"": 0.0001302955}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_2,partial_open,R2,"{""R1"": 1000.373819, ""R2"": 11219.038671, ""I1"": 0.01}","{""out"": 9.184756}","{""R1"": 0.009181324, ""R2"": 0.0008186759}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_3,partial_open,R1,"{""R1"": 8176.726579, ""R2"": 2036.857101, ""I1"": 0.01}","{""out"": 16.30654}","{""R1"": 0.001994263, ""R2"": 0.008005737}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_4,partial_open,R2,"{""R1"": 997.650034, ""R2"": 74394.779752, ""I1"": 0.01}","{""out"": 9.844484}","{""R1"": 0.009867672, ""R2"": 0.0001323276}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_5,partial_open,R1,"{""R1"": 34864.196822, ""R2"": 2013.435952, ""I1"": 0.01}","{""out"": 19.03507}","{""R1"": 0.0005459775, ""R2"": 0.009454022}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_6,partial_open,R2,"{""R1"": 980.62965, ""R2"": 99504.697311, ""I1"": 0.01}","{""out"": 9.710598}","{""R1"": 0.009902411, ""R2"": 9.758934e-05}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_7,partial_open,R1,"{""R1"": 47290.625209, ""R2"": 1977.216057, ""I1"": 0.01}","{""out"": 18.97866}","{""R1"": 0.0004013198, ""R2"": 0.00959868}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_8,partial_open,R2,"{""R1"": 991.047099, ""R2"": 88447.786945, ""I1"": 0.01}","{""out"": 9.800656}","{""R1"": 0.009889193, ""R2"": 0.0001108072}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_9,partial_open,R2,"{""R1"": 996.148007, ""R2"": 95573.092399, ""I1"": 0.01}","{""out"": 9.858724}","{""R1"": 0.009896846, ""R2"": 0.0001031538}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_10,partial_open,R1,"{""R1"": 22716.11448, ""R2"": 1985.268753, ""I1"": 0.01}","{""out"": 18.25711}","{""R1"": 0.0008037075, ""R2"": 0.009196292}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_11,partial_open,R2,"{""R1"": 996.636182, ""R2"": 44430.127602, ""I1"": 0.01}","{""out"": 9.747706}","{""R1"": 0.009780606, ""R2"": 0.0002193941}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_12,partial_open,R1,"{""R1"": 13373.660341, ""R2"": 2026.303965, ""I1"": 0.01}","{""out"": 17.59686}","{""R1"": 0.001315785, ""R2"": 0.008684215}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_13,partial_open,R2,"{""R1"": 1005.239279, ""R2"": 63233.795173, ""I1"": 0.01}","{""out"": 9.895089}","{""R1"": 0.009843516, ""R2"": 0.0001564842}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_14,partial_open,R1,"{""R1"": 8273.073716, ""R2"": 1978.046043, ""I1"": 0.01}","{""out"": 15.96364}","{""R1"": 0.00192959, ""R2"": 0.00807041}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_15,partial_open,R2,"{""R1"": 1007.147567, ""R2"": 26102.128331, ""I1"": 0.01}","{""out"": 9.697306}","{""R1"": 0.009628486, ""R2"": 0.000371514}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_16,partial_open,R1,"{""R1"": 48869.45032, ""R2"": 1964.988862, ""I1"": 0.01}","{""out"": 18.89033}","{""R1"": 0.0003865468, ""R2"": 0.009613453}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_17,partial_open,R2,"{""R1"": 988.997083, ""R2"": 10603.311496, ""I1"": 0.01}","{""out"": 9.046209}","{""R1"": 0.009146851, ""R2"": 0.0008531494}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_18,partial_open,R1,"{""R1"": 31795.562427, ""R2"": 2009.388253, ""I1"": 0.01}","{""out"": 18.89949}","{""R1"": 0.0005944065, ""R2"": 0.009405593}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_19,partial_open,R2,"{""R1"": 998.128155, ""R2"": 89116.200316, ""I1"": 0.01}","{""out"": 9.870726}","{""R1"": 0.009889238, ""R2"": 0.0001107624}",True
current_source_voltage_divider,current_source_voltage_divider__partial_open_20,partial_open,R2,"{""R1"": 989.047449, ""R2"": 97167.30241, ""I1"": 0.01}","{""out"": 9.790816}","{""R1"": 0.009899238, ""R2"": 0.0001007625}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_1,wrong_component_type,R1,"{""R1"": 3.35e-06, ""R2"": 2027.746422, ""I1"": 0.01}","{""out"": 20.27746}","{""R2"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_2,wrong_component_type,R2,"{""R1"": 983.357191, ""R2"": 4.67e-06, ""I1"": 0.01}","{""out"": 9.833572}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_3,wrong_component_type,R1,"{""R1"": 2.16e-06, ""R2"": 1985.39317, ""I1"": 0.01}","{""out"": 19.85393}","{""R2"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_4,wrong_component_type,R2,"{""R1"": 984.227559, ""R2"": 1.54e-06, ""I1"": 0.01}","{""out"": 9.842276}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_5,wrong_component_type,R2,"{""R1"": 989.769251, ""R2"": 5.43e-06, ""I1"": 0.01}","{""out"": 9.897693}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_6,wrong_component_type,R2,"{""R1"": 992.651388, ""R2"": 9.78e-06, ""I1"": 0.01}","{""out"": 9.926514}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_7,wrong_component_type,R2,"{""R1"": 985.017295, ""R2"": 9.8e-06, ""I1"": 0.01}","{""out"": 9.850173}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_8,wrong_component_type,R1,"{""R1"": 9.75e-06, ""R2"": 1964.37722, ""I1"": 0.01}","{""out"": 19.64377}","{""R2"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_9,wrong_component_type,R2,"{""R1"": 991.03201, ""R2"": 4.84e-06, ""I1"": 0.01}","{""out"": 9.91032}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_10,wrong_component_type,R2,"{""R1"": 1012.513384, ""R2"": 6.93e-06, ""I1"": 0.01}","{""out"": 10.12513}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_11,wrong_component_type,R1,"{""R1"": 5.45e-06, ""R2"": 2029.443037, ""I1"": 0.01}","{""out"": 20.29443}","{""R2"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_12,wrong_component_type,R1,"{""R1"": 7.52e-06, ""R2"": 2004.963082, ""I1"": 0.01}","{""out"": 20.04963}","{""R2"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_13,wrong_component_type,R1,"{""R1"": 8.55e-06, ""R2"": 2035.534005, ""I1"": 0.01}","{""out"": 20.35534}","{""R2"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_14,wrong_component_type,R1,"{""R1"": 6.16e-06, ""R2"": 1963.242452, ""I1"": 0.01}","{""out"": 19.63242}","{""R2"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_15,wrong_component_type,R2,"{""R1"": 1013.427888, ""R2"": 4.68e-06, ""I1"": 0.01}","{""out"": 10.13428}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_16,wrong_component_type,R2,"{""R1"": 995.624173, ""R2"": 6.3e-06, ""I1"": 0.01}","{""out"": 9.956242}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_17,wrong_component_type,R2,"{""R1"": 1018.564742, ""R2"": 1.59e-06, ""I1"": 0.01}","{""out"": 10.18565}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_18,wrong_component_type,R2,"{""R1"": 995.121581, ""R2"": 3.33e-06, ""I1"": 0.01}","{""out"": 9.951216}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_19,wrong_component_type,R1,"{""R1"": 7.49e-06, ""R2"": 2022.448237, ""I1"": 0.01}","{""out"": 20.22448}","{""R2"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__wrong_component_type_20,wrong_component_type,R2,"{""R1"": 1015.719683, ""R2"": 1.47e-06, ""I1"": 0.01}","{""out"": 10.1572}","{""R1"": 0.01}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_1,multi_fault,R1:partial_open;R2:drift,"{""R1"": 48384.626287, ""R2"": 950.383574, ""I1"": 0.01}","{""out"": 9.320755}","{""R1"": 0.0001926388, ""R2"": 0.009807361}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_2,multi_fault,R2:partial_open;R1:partial_short,"{""R1"": 94.886311, ""R2"": 25866.580752, ""I1"": 0.01}","{""out"": 0.9453951}","{""R1"": 0.009963451, ""R2"": 3.65489e-05}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_3,multi_fault,R2:partial_open;R1:drift,"{""R1"": 467.466691, ""R2"": 69192.907337, ""I1"": 0.01}","{""out"": 4.643297}","{""R1"": 0.009932893, ""R2"": 6.710654e-05}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_4,multi_fault,R1:drift;R2:partial_open,"{""R1"": 464.573405, ""R2"": 55507.051476, ""I1"": 0.01}","{""out"": 4.607174}","{""R1"": 0.009916998, ""R2"": 8.300159e-05}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_5,multi_fault,R1:partial_open;R2:drift,"{""R1"": 7698.785321, ""R2"": 638.386306, ""I1"": 0.01}","{""out"": 5.895044}","{""R1"": 0.0007657109, ""R2"": 0.009234289}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_6,multi_fault,R1:partial_open;R2:drift,"{""R1"": 5948.493121, ""R2"": 3074.239966, ""I1"": 0.01}","{""out"": 20.2678}","{""R1"": 0.003407216, ""R2"": 0.006592784}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_7,multi_fault,R1:partial_open;R2:drift,"{""R1"": 41046.993851, ""R2"": 3078.919671, ""I1"": 0.01}","{""out"": 28.64086}","{""R1"": 0.0006977577, ""R2"": 0.009302242}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_8,multi_fault,R2:partial_short;R1:partial_open,"{""R1"": 31240.265742, ""R2"": 63.666939, ""I1"": 0.01}","{""out"": 0.6353745}","{""R1"": 2.033832e-05, ""R2"": 0.009979662}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_9,multi_fault,R1:partial_short;R2:drift,"{""R1"": 108.748938, ""R2"": 832.00917, ""I1"": 0.01}","{""out"": 0.9617787}","{""R1"": 0.008844029, ""R2"": 0.001155971}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_10,multi_fault,R2:drift;R1:partial_short,"{""R1"": 97.571487, ""R2"": 943.729408, ""I1"": 0.01}","{""out"": 0.8842889}","{""R1"": 0.009062985, ""R2"": 0.0009370153}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_11,multi_fault,R1:drift;R2:partial_short,"{""R1"": 1410.993958, ""R2"": 272.812969, ""I1"": 0.01}","{""out"": 2.286114}","{""R1"": 0.001620215, ""R2"": 0.008379785}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_12,multi_fault,R1:partial_short;R2:drift,"{""R1"": 134.440549, ""R2"": 703.366162, ""I1"": 0.01}","{""out"": 1.128672}","{""R1"": 0.008395327, ""R2"": 0.001604673}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_13,multi_fault,R1:partial_short;R2:partial_open,"{""R1"": 126.83253, ""R2"": 30183.723252, ""I1"": 0.01}","{""out"": 1.263018}","{""R1"": 0.009958156, ""R2"": 4.184434e-05}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_14,multi_fault,R2:partial_short;R1:partial_open,"{""R1"": 12028.640164, ""R2"": 139.154737, ""I1"": 0.01}","{""out"": 1.375633}","{""R1"": 0.0001143632, ""R2"": 0.009885637}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_15,multi_fault,R1:drift;R2:partial_short,"{""R1"": 1682.901881, ""R2"": 166.223444, ""I1"": 0.01}","{""out"": 1.512811}","{""R1"": 0.0008989301, ""R2"": 0.00910107}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_16,multi_fault,R1:partial_open;R2:partial_short,"{""R1"": 14492.8146, ""R2"": 275.696748, ""I1"": 0.01}","{""out"": 2.705501}","{""R1"": 0.0001866788, ""R2"": 0.009813321}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_17,multi_fault,R1:partial_open;R2:drift,"{""R1"": 32951.534007, ""R2"": 2668.595241, ""I1"": 0.01}","{""out"": 24.68669}","{""R1"": 0.0007491818, ""R2"": 0.009250818}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_18,multi_fault,R1:partial_short;R2:partial_open,"{""R1"": 61.095094, ""R2"": 30054.808018, ""I1"": 0.01}","{""out"": 0.6097115}","{""R1"": 0.009979713, ""R2"": 2.028666e-05}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_19,multi_fault,R1:partial_short;R2:partial_open,"{""R1"": 137.328972, ""R2"": 82062.285247, ""I1"": 0.01}","{""out"": 1.370995}","{""R1"": 0.009983293, ""R2"": 1.670677e-05}",True
current_source_voltage_divider,current_source_voltage_divider__multi_fault_20,multi_fault,R2:partial_open;R1:partial_short,"{""R1"": 30.651156, ""R2"": 63141.5413, ""I1"": 0.01}","{""out"": 0.3063628}","{""R1"": 0.009995148, ""R2"": 4.852001e-06}",True
current_source_t_network,current_source_t_network__normal_1,normal,,"{""R_s"": 497.984297, ""R_p"": 1010.956139, ""R_L"": 1475.561097, ""R_leak"": 9890263.15082, ""I1"": 0.005}","{""a"": 7.544186, ""b"": 5.054264, ""c"": 5.05351}","{""R_s"": 0.005, ""R_p"": 0.004999489, ""R_L"": 5.109581e-07, ""R_leak"": 5.109581e-07}",True
current_source_t_network,current_source_t_network__normal_2,normal,,"{""R_s"": 495.705398, ""R_p"": 982.729712, ""R_L"": 1471.44433, ""R_leak"": 10121841.821663, ""I1"": 0.005}","{""a"": 7.391699, ""b"": 4.913172, ""c"": 4.912457}","{""R_s"": 0.005, ""R_p"": 0.004999515, ""R_L"": 4.853324e-07, ""R_leak"": 4.853324e-07}",True
